image,true,pred
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_053.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_097.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_007.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_038.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_176.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_386.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_243.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_325.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_115.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_158.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_088.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_100.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_371.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_252.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_236.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_306.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_215.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_201.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_032.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_294.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_272.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_179.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_140.jpg,3,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/dumpyard/dumpyard_402.jpg,3,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_055.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_087.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_314.jpg,1,4
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_127.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_192.jpg,1,4
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_210.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_237.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_287.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_040.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_084.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_049.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_290.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_137.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_258.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_108.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_166.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_222.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_336.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_341.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_311.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_310.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_203.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_119.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_148.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_111.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_057.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_006.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_170.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_046.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_280.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_141.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_325.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_029.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_175.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_002.jpg,4,2
