image,true,pred
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_331.jpg,1,3
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_071.jpg,1,4
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_180.jpg,1,4
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_087.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_024.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_138.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_086.jpg,1,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_097.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/open_waste/open_waste_237.jpg,1,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_049.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_290.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_137.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_258.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_108.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_126.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_336.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_287.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_341.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_311.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_310.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_119.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_148.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_111.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_006.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_170.jpg,4,3
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_046.jpg,4,0
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_280.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_141.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_362.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_029.jpg,4,2
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_066.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_175.jpg,4,1
/content/myproject/DLCV/IndiUrbanClean-Dataset/images/overfilled_bins/overfilled_bins_002.jpg,4,2
